website;url_hp;url_plp;url_pdp;
BULY1803;https://buly1803.com/;https://buly1803.com/collections/les-grands-inseparables-de-la-beaute;https://buly1803.com/products/capri-c-est-pas-fini
MAKEUPFOREVER;https://www.makeupforever.com/us/en;https://www.makeupforever.com/us/en/palettes-and-kits;https://www.makeupforever.com/us/en/palettes-and-kits/hd-skin-face-essentials-palette-MI000020002.html
Givechy Beauty;https://www.givenchybeauty.com/us;https://www.givenchybeauty.com/us/makeup/lips/lip-balm/;https://www.givenchybeauty.com/us/p/rose-perfecto-lip-balm-duo-F70000392.html
Kenzo;https://www.kenzoparfums.com/fr/fr/home;https://www.kenzoparfums.com/fr/fr/parfum/homme/;https://www.kenzoparfums.com/fr/fr/fragrance/femme/l-eau-kenzo-femme/l-eau-pure/K10100256.html
